transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1024,9694.419047600846,withdrawal,2023-01-01 00:00:00,True,84103.26405594601,TX
2,1011,13547.265767493556,withdrawal,2023-01-01 01:00:00,True,79095.12773959598,TX
3,1063,12856.779675884263,payment,2023-01-01 02:00:00,True,47074.80174103634,IL
4,1004,6038.493967296188,deposit,2023-01-01 03:00:00,True,21088.46719604455,TX
5,1032,3938.691326898082,withdrawal,2023-01-01 04:00:00,True,41295.758077076614,FL
6,1052,8154.354286670448,transfer,2023-01-01 05:00:00,True,33115.82551533865,NY
7,1066,13329.321011390142,payment,2023-01-01 06:00:00,True,41878.42562667022,TX
8,1090,10146.437571161967,deposit,2023-01-01 07:00:00,True,63155.714107222986,FL
9,1049,7677.843467516803,deposit,2023-01-01 08:00:00,True,48877.10409187912,IL
10,1019,4543.208907267939,deposit,2023-01-01 09:00:00,True,86454.0504354666,IL
11,1044,1733.5393976137802,withdrawal,2023-01-01 10:00:00,True,5795.628585000405,FL
12,1022,12883.534385254783,transfer,2023-01-01 11:00:00,True,39654.15130030278,FL
13,1007,9636.213711017535,transfer,2023-01-01 12:00:00,True,46172.49768811626,IL
14,1070,6386.876479785649,transfer,2023-01-01 13:00:00,True,88599.58196556066,NY
15,1092,12264.49770995823,deposit,2023-01-01 14:00:00,True,74393.51843913888,TX
16,1012,14252.51699520392,payment,2023-01-01 15:00:00,False,87770.31142499362,CA
17,1094,3859.118924983052,payment,2023-01-01 16:00:00,True,41603.173373793405,TX
18,1010,10804.83254482779,transfer,2023-01-01 17:00:00,True,72263.26087511214,CA
19,1010,5467.783449650946,transfer,2023-01-01 18:00:00,True,89359.20338643203,NY
20,1078,2717.265131100879,withdrawal,2023-01-01 19:00:00,False,63825.1716037157,NY
21,1037,12791.661753950633,withdrawal,2023-01-01 20:00:00,True,57780.36795286165,FL
22,1052,3063.5931930992824,payment,2023-01-01 21:00:00,True,14422.641539627148,NY
23,1061,5976.070398082366,payment,2023-01-01 22:00:00,True,79918.98590511036,CA
24,1030,5932.985163940943,transfer,2023-01-01 23:00:00,True,25524.706128645794,FL
25,1030,13010.2664709921,withdrawal,2023-01-02 00:00:00,True,43865.57001935826,NY
