transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1063,433.6311377109668,payment,2023-01-01 00:00:00,True,80249.24453829523,FL
2,1006,9626.636336328938,transfer,2023-01-01 01:00:00,True,21576.863106626868,NY
3,1039,8479.838116383813,transfer,2023-01-01 02:00:00,True,61495.54265891467,NY
4,1000,677.5519514259811,withdrawal,2023-01-01 03:00:00,True,81461.39924810972,IL
5,1044,4414.525581902678,deposit,2023-01-01 04:00:00,True,43195.157034246375,TX
6,1059,4469.901272099608,payment,2023-01-01 05:00:00,True,45390.60170670589,FL
7,1080,9390.73624407168,deposit,2023-01-01 06:00:00,True,237.60560629869656,IL
8,1005,9614.582712789128,transfer,2023-01-01 07:00:00,True,58290.51652123776,TX
9,1018,12550.765506716565,transfer,2023-01-01 08:00:00,True,30796.71357764931,IL
10,1054,14765.179291589127,deposit,2023-01-01 09:00:00,True,1198.7874232917077,FL
11,1035,8118.021134859845,withdrawal,2023-01-01 10:00:00,False,17028.03386622387,TX
12,1039,8858.423198038485,deposit,2023-01-01 11:00:00,True,91191.86044904213,TX
13,1027,7458.342727245721,payment,2023-01-01 12:00:00,True,31617.649614970236,IL
14,1033,11988.039642922295,payment,2023-01-01 13:00:00,True,34509.58726338705,NY
15,1003,9175.788695360055,payment,2023-01-01 14:00:00,False,93768.01498755373,FL
16,1059,9987.684067534645,deposit,2023-01-01 15:00:00,True,63262.40820797825,NY
17,1001,12145.571898099977,payment,2023-01-01 16:00:00,True,3854.433383819481,IL
18,1003,12363.479607807461,transfer,2023-01-01 17:00:00,True,53244.00786236585,IL
19,1040,4209.62317570088,deposit,2023-01-01 18:00:00,True,42208.42919036374,FL
20,1038,11400.062845728127,payment,2023-01-01 19:00:00,True,3004.859297645577,CA
21,1094,1440.4307122516805,withdrawal,2023-01-01 20:00:00,True,65493.1926574088,IL
22,1073,7736.1081660832015,transfer,2023-01-01 21:00:00,True,61295.44716485689,FL
23,1036,8546.130904611897,deposit,2023-01-01 22:00:00,True,77063.46299863447,FL
24,1025,7716.740560687202,payment,2023-01-01 23:00:00,False,11472.906400926973,CA
25,1069,13115.516750887142,payment,2023-01-02 00:00:00,True,49015.869585024804,FL
26,1043,10464.163776422653,transfer,2023-01-02 01:00:00,True,84220.00955400754,CA
27,1042,722.5773713883872,payment,2023-01-02 02:00:00,True,34834.30518366833,IL
28,1054,6736.235650031207,payment,2023-01-02 03:00:00,True,44159.50392481119,NY
29,1078,10925.258764744312,deposit,2023-01-02 04:00:00,True,45923.07222155929,IL
30,1047,8901.749657631222,transfer,2023-01-02 05:00:00,True,46430.2012766066,FL
31,1057,7833.7429690844,withdrawal,2023-01-02 06:00:00,True,78844.31378247138,TX
32,1041,570.6616842967186,deposit,2023-01-02 07:00:00,True,16527.583990015395,TX
