transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1050,11833.80489082739,transfer,2023-01-01 00:00:00,False,99872.9869152619,IL
2,1071,6358.013717618397,withdrawal,2023-01-01 01:00:00,True,31404.03062198248,NY
3,1072,3792.4820390568657,withdrawal,2023-01-01 02:00:00,True,17653.30055158715,CA
4,1097,11299.554101242413,transfer,2023-01-01 03:00:00,True,72376.79880419551,NY
5,1058,3954.3299573253057,transfer,2023-01-01 04:00:00,True,71042.470615569,CA
6,1099,12771.957226332415,withdrawal,2023-01-01 05:00:00,True,10937.34031564725,TX
7,1001,1454.359071261508,withdrawal,2023-01-01 06:00:00,True,43731.013096504736,IL
8,1065,3480.79520306394,deposit,2023-01-01 07:00:00,True,63905.209578238275,FL
9,1061,4555.857820546237,withdrawal,2023-01-01 08:00:00,True,73843.95928390727,CA
10,1095,6850.853176313681,payment,2023-01-01 09:00:00,True,64238.21975216391,FL
11,1079,3989.0485886581932,transfer,2023-01-01 10:00:00,True,31215.296171818878,FL
12,1086,5769.508475576517,withdrawal,2023-01-01 11:00:00,False,58966.09591804045,TX
13,1017,355.01774673415775,deposit,2023-01-01 12:00:00,True,44780.72817569528,NY
14,1003,8525.895826883376,deposit,2023-01-01 13:00:00,True,283.6071197672056,NY
15,1053,11162.388063410737,transfer,2023-01-01 14:00:00,True,22185.91708379233,CA
16,1054,10428.827254068425,transfer,2023-01-01 15:00:00,True,44175.60596712506,NY
17,1083,9790.097338985794,withdrawal,2023-01-01 16:00:00,True,6914.152402019362,IL
18,1015,8130.685407255067,payment,2023-01-01 17:00:00,True,86238.09253822446,FL
19,1096,6257.673097654602,payment,2023-01-01 18:00:00,True,28971.79316441356,IL
20,1053,9679.994350330257,payment,2023-01-01 19:00:00,True,86679.56088508618,TX
21,1080,1813.602784267488,deposit,2023-01-01 20:00:00,True,3595.1341252578136,NY
22,1043,250.37378400596478,transfer,2023-01-01 21:00:00,True,78254.86698187792,NY
23,1069,13629.955660829264,withdrawal,2023-01-01 22:00:00,True,16292.487591495348,NY
24,1036,1565.2897645723,transfer,2023-01-01 23:00:00,True,41200.50934640065,NY
25,1078,5943.687246629893,withdrawal,2023-01-02 00:00:00,True,20774.29514397485,NY
26,1021,7196.786150118346,transfer,2023-01-02 01:00:00,True,81607.19418413252,IL
27,1003,11947.158611724682,withdrawal,2023-01-02 02:00:00,True,20644.659875246394,TX
28,1057,9714.826353849054,withdrawal,2023-01-02 03:00:00,True,66374.81430696254,FL
29,1008,9830.976429054997,payment,2023-01-02 04:00:00,True,98439.25766377778,FL
30,1073,7741.864903089509,withdrawal,2023-01-02 05:00:00,True,3112.8510748349913,CA
31,1038,9556.065547950091,deposit,2023-01-02 06:00:00,True,21700.87903345376,NY
32,1064,6230.2534792629585,deposit,2023-01-02 07:00:00,False,14575.336780253063,NY
33,1062,3483.442971773104,deposit,2023-01-02 08:00:00,True,50203.64775403446,IL
34,1065,10950.452868962895,transfer,2023-01-02 09:00:00,True,15563.153559602966,CA
35,1038,3367.921576597269,payment,2023-01-02 10:00:00,True,65436.10782502313,IL
36,1044,3917.0167243133824,deposit,2023-01-02 11:00:00,True,72564.52968961847,TX
37,1025,1512.0826007697628,deposit,2023-01-02 12:00:00,False,81437.80729757293,TX
38,1028,2392.202471801306,payment,2023-01-02 13:00:00,True,73370.01314573316,IL
39,1045,7806.095346139946,payment,2023-01-02 14:00:00,True,86601.6713484346,IL
40,1096,4390.887587225622,withdrawal,2023-01-02 15:00:00,True,7009.829186403774,TX
41,1025,955.7863513467663,transfer,2023-01-02 16:00:00,True,95068.10768612906,FL
42,1086,1045.4034399376205,withdrawal,2023-01-02 17:00:00,True,32511.164968461268,TX
43,1043,13842.370983561068,deposit,2023-01-02 18:00:00,True,37324.21952481833,IL
44,1082,4626.536360846762,withdrawal,2023-01-02 19:00:00,True,73236.30055056288,IL
45,1029,8467.52643162892,withdrawal,2023-01-02 20:00:00,True,64126.66908063801,CA
46,1099,2216.7683976126104,withdrawal,2023-01-02 21:00:00,True,53460.53443172396,NY
47,1027,8778.46542988269,transfer,2023-01-02 22:00:00,True,61655.24902213909,FL
48,1017,2617.9077172864136,payment,2023-01-02 23:00:00,True,88334.07294011988,FL
49,1040,10098.680975305264,payment,2023-01-03 00:00:00,True,49513.825236871126,NY
50,1008,2839.1708098531067,transfer,2023-01-03 01:00:00,True,88284.60711456183,CA
51,1006,14201.442773171122,withdrawal,2023-01-03 02:00:00,True,54972.21515425691,NY
52,1010,5420.184630705672,payment,2023-01-03 03:00:00,True,14392.64978512037,NY
53,1082,6366.825772579317,payment,2023-01-03 04:00:00,True,33479.86060840061,TX
54,1069,5254.926618452601,deposit,2023-01-03 05:00:00,True,48954.8838856543,FL
55,1035,3174.0133333951517,transfer,2023-01-03 06:00:00,True,87909.09251929756,CA
56,1006,11220.894294305635,withdrawal,2023-01-03 07:00:00,True,89061.9792170322,IL
57,1068,12527.1111326497,deposit,2023-01-03 08:00:00,True,23371.85419843437,FL
58,1070,13122.878522679624,withdrawal,2023-01-03 09:00:00,True,46029.52663870185,TX
59,1094,9522.94603967907,deposit,2023-01-03 10:00:00,True,29681.17489233676,CA
60,1006,1134.8810196925974,payment,2023-01-03 11:00:00,True,13171.999823930078,IL
61,1054,7945.262433791381,deposit,2023-01-03 12:00:00,True,47641.75539926714,TX
62,1003,5737.345195964157,payment,2023-01-03 13:00:00,True,33680.7762690703,TX
63,1026,8827.153092544286,deposit,2023-01-03 14:00:00,True,90917.80209632186,NY
64,1019,13941.522218334989,withdrawal,2023-01-03 15:00:00,True,13065.20441789667,CA
65,1021,872.7946653257642,transfer,2023-01-03 16:00:00,True,98668.98624438865,FL
66,1036,7561.8423957403,transfer,2023-01-03 17:00:00,True,15420.932892151952,FL
67,1042,3709.251914185945,withdrawal,2023-01-03 18:00:00,True,33626.296246144266,CA
68,1075,10533.135097658023,transfer,2023-01-03 19:00:00,True,35055.059996321215,IL
69,1048,11828.91344170711,transfer,2023-01-03 20:00:00,True,90557.63978807816,IL
70,1018,7604.860035145298,deposit,2023-01-03 21:00:00,True,55032.688079498286,FL
71,1095,518.5817952744954,payment,2023-01-03 22:00:00,True,96338.55423759123,CA
72,1099,4374.139236052784,payment,2023-01-03 23:00:00,True,69572.50396981969,TX
73,1008,5258.024760204674,withdrawal,2023-01-04 00:00:00,True,47527.41996845,NY
74,1035,6997.674243373038,withdrawal,2023-01-04 01:00:00,True,63863.404076396786,NY
75,1005,3392.1215671950204,payment,2023-01-04 02:00:00,True,45950.54535552192,NY
76,1015,14624.28311082882,transfer,2023-01-04 03:00:00,True,29033.42228352068,NY
77,1089,3885.2265468388127,deposit,2023-01-04 04:00:00,True,72437.18813620426,IL
78,1085,2702.934376383046,transfer,2023-01-04 05:00:00,True,64016.3907563664,TX
79,1085,7087.753853370122,payment,2023-01-04 06:00:00,True,44307.28082457728,CA
80,1042,10322.46423382205,transfer,2023-01-04 07:00:00,True,68296.19505664111,IL
81,1017,1008.2700890789357,deposit,2023-01-04 08:00:00,True,51238.32051295765,IL
82,1036,180.8334444728497,transfer,2023-01-04 09:00:00,True,76947.00244491143,FL
83,1075,14459.040273945788,transfer,2023-01-04 10:00:00,True,26483.92621758444,TX
84,1064,6260.4086796414595,deposit,2023-01-04 11:00:00,True,65365.06508288676,FL
85,1092,4866.435734625392,transfer,2023-01-04 12:00:00,True,66345.08189774289,CA
86,1052,1951.7546459205953,withdrawal,2023-01-04 13:00:00,True,29017.69348723758,FL
87,1035,12980.196743385106,transfer,2023-01-04 14:00:00,True,79538.79550179967,CA
88,1043,6751.865235329106,payment,2023-01-04 15:00:00,True,93156.68518517156,TX
89,1031,634.1121969925973,transfer,2023-01-04 16:00:00,True,19399.36011995542,TX
90,1074,8373.555881900265,withdrawal,2023-01-04 17:00:00,True,5911.656778686585,TX
91,1050,14104.285573453266,deposit,2023-01-04 18:00:00,True,52889.6785116894,FL
92,1084,9196.437561653827,deposit,2023-01-04 19:00:00,True,61229.62417470976,NY
93,1021,13453.173744078771,withdrawal,2023-01-04 20:00:00,True,11265.845278088627,NY
94,1056,1872.4794743302873,deposit,2023-01-04 21:00:00,False,15335.466703638409,FL
95,1066,13465.704261679128,deposit,2023-01-04 22:00:00,True,27217.812353020177,NY
96,1028,12872.752732246357,deposit,2023-01-04 23:00:00,True,9623.907900788136,TX
97,1001,11922.922358531727,withdrawal,2023-01-05 00:00:00,True,89673.29318412108,IL
98,1053,7112.725615185856,payment,2023-01-05 01:00:00,True,90067.04222907803,FL
99,1078,4122.808480554815,withdrawal,2023-01-05 02:00:00,True,48220.30330684365,TX
100,1053,14832.94292137825,transfer,2023-01-05 03:00:00,True,99937.05041224875,TX
101,1049,14330.609276299814,transfer,2023-01-05 04:00:00,False,19854.459099477423,TX
102,1086,10847.992565264942,transfer,2023-01-05 05:00:00,True,13427.678010527743,IL
103,1069,10621.508278414012,withdrawal,2023-01-05 06:00:00,True,39129.72275893325,NY
104,1086,4640.501965878138,transfer,2023-01-05 07:00:00,True,10726.950221354065,NY
105,1053,8925.379374818012,deposit,2023-01-05 08:00:00,True,1052.5288869402011,IL
106,1091,2057.2673516666864,withdrawal,2023-01-05 09:00:00,True,76095.71207235276,TX
107,1020,7633.386418852955,payment,2023-01-05 10:00:00,True,19138.176759519432,CA
108,1089,5649.633340823893,withdrawal,2023-01-05 11:00:00,True,48404.33491840126,TX
109,1023,7996.088786240976,transfer,2023-01-05 12:00:00,True,97575.39775988422,TX
110,1090,6391.376095337444,transfer,2023-01-05 13:00:00,True,70672.11628212042,NY
111,1087,6305.902775196914,withdrawal,2023-01-05 14:00:00,False,73560.79098291525,CA
112,1029,8932.572796481483,withdrawal,2023-01-05 15:00:00,True,87678.31741541653,IL
113,1071,2411.3615023418934,deposit,2023-01-05 16:00:00,True,11516.518877384526,TX
114,1002,4486.21529170807,deposit,2023-01-05 17:00:00,False,36214.23307680485,FL
115,1049,294.79385082614624,transfer,2023-01-05 18:00:00,True,17141.552873649045,TX
116,1046,6970.018710195568,transfer,2023-01-05 19:00:00,True,85366.39831007374,NY
117,1001,7118.222727457196,payment,2023-01-05 20:00:00,False,72049.63159556084,NY
118,1022,6543.680940618091,withdrawal,2023-01-05 21:00:00,True,71679.62831645427,FL
119,1022,13829.284945307802,deposit,2023-01-05 22:00:00,True,64373.31125790749,CA
120,1061,7908.286995332969,withdrawal,2023-01-05 23:00:00,True,78080.82216865319,FL
121,1090,9804.399999613353,deposit,2023-01-06 00:00:00,True,36655.659204934935,NY
122,1063,5468.4067445539995,transfer,2023-01-06 01:00:00,True,10245.944716894575,TX
123,1062,4859.228452867741,deposit,2023-01-06 02:00:00,True,33094.17661981887,IL
124,1019,13308.47728441278,withdrawal,2023-01-06 03:00:00,False,45494.93852308475,IL
125,1033,1216.5299788643918,deposit,2023-01-06 04:00:00,True,56934.83475495406,FL
126,1045,1626.0299173495102,transfer,2023-01-06 05:00:00,True,12472.531099787968,NY
127,1078,12233.927061735272,withdrawal,2023-01-06 06:00:00,True,23132.91949887944,NY
128,1029,3042.2171476438884,withdrawal,2023-01-06 07:00:00,True,72452.05130315661,IL
129,1051,5745.150455472289,withdrawal,2023-01-06 08:00:00,True,21887.601854275126,CA
130,1079,738.6925820589757,withdrawal,2023-01-06 09:00:00,True,6454.710415181522,IL
131,1081,1496.7592010474527,withdrawal,2023-01-06 10:00:00,True,12148.420381304655,IL
132,1062,3284.9458637208368,withdrawal,2023-01-06 11:00:00,True,36999.577592413174,TX
133,1078,6135.682398461153,payment,2023-01-06 12:00:00,True,29711.886964064266,CA
134,1056,11212.013778913426,deposit,2023-01-06 13:00:00,True,58963.07548748931,IL
135,1032,3530.3449460933425,deposit,2023-01-06 14:00:00,True,18922.212731306397,TX
136,1059,10243.049407963186,withdrawal,2023-01-06 15:00:00,True,61982.703174677285,CA
137,1051,3936.376964264283,transfer,2023-01-06 16:00:00,True,42576.82710293703,IL
138,1015,3177.8899877263407,withdrawal,2023-01-06 17:00:00,True,42116.24735516571,CA
139,1093,5844.258196133568,transfer,2023-01-06 18:00:00,True,8351.402887519,FL
140,1079,1511.4486447784195,deposit,2023-01-06 19:00:00,True,97373.57145780015,IL
141,1027,13394.686338686983,transfer,2023-01-06 20:00:00,True,34838.11123535549,FL
142,1011,5585.164566360265,withdrawal,2023-01-06 21:00:00,True,41522.520799482714,TX
143,1079,13735.726438306458,transfer,2023-01-06 22:00:00,True,52232.73972860943,CA
144,1090,6630.123037976559,payment,2023-01-06 23:00:00,True,90770.01157341243,NY
145,1086,3435.834524755822,withdrawal,2023-01-07 00:00:00,True,28645.769306174294,TX
146,1013,9583.468217552201,deposit,2023-01-07 01:00:00,True,34037.10101389422,NY
147,1015,4091.561888848582,transfer,2023-01-07 02:00:00,True,24923.41169383034,IL
148,1051,10907.74346803297,transfer,2023-01-07 03:00:00,True,86216.92060944068,NY
149,1083,11256.329216323767,deposit,2023-01-07 04:00:00,False,12491.96419318844,CA
150,1081,6328.291582467834,withdrawal,2023-01-07 05:00:00,True,13100.738555512295,IL
