transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1094,12774.766938911936,deposit,2023-01-01 00:00:00,True,93388.10794196688,NY
2,1068,9906.039916581125,payment,2023-01-01 01:00:00,True,56560.85874247666,CA
3,1072,2224.6995108882948,transfer,2023-01-01 02:00:00,True,44199.909793896535,CA
4,1058,12045.809615929802,transfer,2023-01-01 03:00:00,True,43494.75127978442,CA
5,1013,6284.197763782602,transfer,2023-01-01 04:00:00,True,82842.46550816353,CA
6,1024,11704.837148292158,withdrawal,2023-01-01 05:00:00,True,34307.4823189186,TX
7,1095,11862.070475626226,withdrawal,2023-01-01 06:00:00,True,67975.65026423974,TX
8,1062,9446.238560172824,transfer,2023-01-01 07:00:00,True,69237.49496541485,CA
9,1014,3898.960816769588,payment,2023-01-01 08:00:00,True,56270.67413197089,IL
10,1040,12176.396231855273,deposit,2023-01-01 09:00:00,True,69278.56942015958,FL
11,1061,9581.353883287047,transfer,2023-01-01 10:00:00,True,38061.49450134975,CA
12,1083,8452.802776252118,deposit,2023-01-01 11:00:00,True,78314.25388161569,FL
13,1009,6797.496948467649,transfer,2023-01-01 12:00:00,True,71384.88618377747,CA
14,1015,11529.70814730435,transfer,2023-01-01 13:00:00,True,21396.439250440664,NY
15,1009,12038.675058430063,payment,2023-01-01 14:00:00,True,85827.53230319254,NY
16,1029,6194.528762896022,withdrawal,2023-01-01 15:00:00,True,23891.219596206767,FL
17,1058,10228.456198122316,payment,2023-01-01 16:00:00,False,72730.54497186,TX
18,1060,6834.796516392378,withdrawal,2023-01-01 17:00:00,True,1684.9275327143616,IL
19,1022,14302.063970585388,deposit,2023-01-01 18:00:00,True,44490.47614739743,IL
20,1027,7175.521856477185,transfer,2023-01-01 19:00:00,False,84612.16715228328,CA
21,1083,10749.856012133167,payment,2023-01-01 20:00:00,True,76292.52966146852,NY
22,1076,9948.78218498966,transfer,2023-01-01 21:00:00,True,80569.06334362384,NY
23,1054,13508.343079204129,payment,2023-01-01 22:00:00,True,56745.59953850052,CA
24,1064,3271.8139275511207,withdrawal,2023-01-01 23:00:00,True,79351.81464282626,CA
25,1032,13423.163747216146,deposit,2023-01-02 00:00:00,True,48390.66054580406,TX
26,1058,12719.846896219744,payment,2023-01-02 01:00:00,True,30117.951564733703,CA
27,1069,4774.171154288611,transfer,2023-01-02 02:00:00,True,49644.297441398834,FL
28,1094,7536.697770773831,deposit,2023-01-02 03:00:00,True,22715.682815592758,TX
29,1006,5644.938400980717,deposit,2023-01-02 04:00:00,True,44617.86040336029,FL
30,1021,5852.110918220758,transfer,2023-01-02 05:00:00,False,88176.39030804046,IL
31,1064,8429.801167705764,deposit,2023-01-02 06:00:00,True,95383.60181092717,FL
32,1096,13627.663775206882,deposit,2023-01-02 07:00:00,True,87891.33784159379,TX
33,1005,3792.8167409853704,withdrawal,2023-01-02 08:00:00,True,11186.123770382805,IL
34,1072,13139.485046708483,deposit,2023-01-02 09:00:00,True,84890.72588653002,IL
35,1031,13597.27570265995,payment,2023-01-02 10:00:00,True,68225.72318902507,TX
36,1083,678.1292372915859,withdrawal,2023-01-02 11:00:00,True,1364.2612639940362,IL
37,1051,2888.862303005567,payment,2023-01-02 12:00:00,True,5801.311548993878,TX
38,1001,10704.454214883226,withdrawal,2023-01-02 13:00:00,True,21913.336812464004,NY
39,1072,950.2402116361103,transfer,2023-01-02 14:00:00,False,2182.0262641697013,TX
40,1066,10166.71557444578,withdrawal,2023-01-02 15:00:00,True,12579.187606799149,IL
41,1062,12455.482409890381,payment,2023-01-02 16:00:00,True,40836.09216489058,FL
42,1046,10850.236338125978,payment,2023-01-02 17:00:00,True,87552.75150365992,NY
43,1041,5061.1765119247475,transfer,2023-01-02 18:00:00,True,23126.993004527965,IL
44,1047,6800.239492308429,withdrawal,2023-01-02 19:00:00,True,24779.01974013762,IL
45,1067,14422.69077626129,transfer,2023-01-02 20:00:00,True,51214.988840324746,CA
46,1018,5043.985275381612,transfer,2023-01-02 21:00:00,True,79871.339188328,NY
47,1024,10999.147935095358,payment,2023-01-02 22:00:00,True,59671.959592957086,CA
48,1020,3332.1436935239317,deposit,2023-01-02 23:00:00,True,43059.081683706114,IL
49,1064,11176.812816847796,payment,2023-01-03 00:00:00,True,60730.86640687392,FL
50,1012,4618.964112860393,withdrawal,2023-01-03 01:00:00,True,98336.4557653597,NY
51,1059,4910.18834641854,deposit,2023-01-03 02:00:00,True,98882.09220385252,FL
52,1097,3708.3936313595595,withdrawal,2023-01-03 03:00:00,True,27507.301869429935,CA
53,1072,8518.502842508955,withdrawal,2023-01-03 04:00:00,False,84599.19933073767,CA
54,1005,6252.04993677837,withdrawal,2023-01-03 05:00:00,False,95700.71801630815,IL
55,1027,7647.890481407996,transfer,2023-01-03 06:00:00,True,63173.7352349233,FL
56,1078,5596.465388863406,payment,2023-01-03 07:00:00,True,3228.92031663604,NY
