transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1029,13729.668753669988,payment,2023-01-01 00:00:00,True,50764.818987296174,CA
2,1031,603.9608608811322,withdrawal,2023-01-01 01:00:00,True,75374.42485606672,IL
3,1058,13387.29612301215,transfer,2023-01-01 02:00:00,True,26083.64508390137,NY
4,1037,11151.134166062431,deposit,2023-01-01 03:00:00,True,74144.75917660771,IL
5,1094,3355.5266632487765,deposit,2023-01-01 04:00:00,True,72159.12079940313,FL
6,1067,14984.764265258844,transfer,2023-01-01 05:00:00,True,35081.17286238516,TX
7,1010,1621.752244445238,payment,2023-01-01 06:00:00,True,46080.67832934918,FL
8,1069,13779.53193281812,deposit,2023-01-01 07:00:00,True,82521.50946102741,FL
9,1097,5308.496869660265,deposit,2023-01-01 08:00:00,True,78607.0227222054,TX
10,1054,1120.1077964211088,deposit,2023-01-01 09:00:00,True,33958.925398761945,TX
11,1042,12201.52978404398,payment,2023-01-01 10:00:00,True,45283.248694012786,FL
12,1068,2052.2345210099384,transfer,2023-01-01 11:00:00,True,64446.9234112032,FL
13,1035,13149.375059372833,payment,2023-01-01 12:00:00,True,82016.70932949832,FL
14,1028,6899.808241356949,transfer,2023-01-01 13:00:00,False,47781.93545955897,TX
15,1006,11554.403313723338,withdrawal,2023-01-01 14:00:00,True,29864.222072176566,NY
16,1067,13992.036904690252,deposit,2023-01-01 15:00:00,False,59359.60230500822,NY
17,1039,2222.8941000745617,deposit,2023-01-01 16:00:00,True,23162.758805579517,TX
18,1074,4563.17606725433,withdrawal,2023-01-01 17:00:00,True,63346.57474999639,CA
19,1046,3064.9348752761316,payment,2023-01-01 18:00:00,True,43062.32180260747,TX
20,1035,13083.011955635624,payment,2023-01-01 19:00:00,True,33890.29772603183,TX
21,1021,6851.00688014757,deposit,2023-01-01 20:00:00,True,69352.95705802515,NY
22,1001,13359.128441460893,withdrawal,2023-01-01 21:00:00,True,19771.075164178357,TX
23,1094,5141.411342564451,deposit,2023-01-01 22:00:00,True,96366.00463061692,IL
24,1053,12413.217504620075,deposit,2023-01-01 23:00:00,True,61030.40906693614,CA
25,1025,12511.364350079868,transfer,2023-01-02 00:00:00,True,47877.899068069615,CA
26,1071,10361.24842012033,deposit,2023-01-02 01:00:00,True,8163.454652826578,CA
27,1068,8055.779201511769,transfer,2023-01-02 02:00:00,True,71273.62552985411,TX
28,1008,5643.07905336268,withdrawal,2023-01-02 03:00:00,True,25342.710102665853,IL
29,1005,12429.71948846342,payment,2023-01-02 04:00:00,True,81780.0048956606,NY
30,1016,1339.4577093410464,deposit,2023-01-02 05:00:00,False,11439.144013897356,CA
31,1084,701.6604112423305,withdrawal,2023-01-02 06:00:00,True,27569.642358659672,FL
32,1034,6576.800626449863,withdrawal,2023-01-02 07:00:00,True,35028.09825310078,TX
33,1019,12339.53407355209,payment,2023-01-02 08:00:00,True,22099.475750046036,IL
34,1009,7236.763159823849,deposit,2023-01-02 09:00:00,True,21850.531163834687,IL
35,1052,5392.586021934678,payment,2023-01-02 10:00:00,True,22035.596492226257,TX
36,1081,14092.795978036032,transfer,2023-01-02 11:00:00,True,75793.84579892574,CA
37,1045,7357.68251735262,payment,2023-01-02 12:00:00,True,25050.53506461156,TX
38,1038,3134.937863400849,payment,2023-01-02 13:00:00,True,14338.089749574749,TX
39,1017,12188.805683240986,withdrawal,2023-01-02 14:00:00,True,79088.08215721365,FL
40,1047,10694.362124357127,payment,2023-01-02 15:00:00,False,56937.51564614043,NY
41,1030,8923.453260530297,deposit,2023-01-02 16:00:00,True,77730.47062451005,TX
42,1062,13027.514967659225,payment,2023-01-02 17:00:00,True,12357.526070904954,NY
43,1001,11397.999631119823,transfer,2023-01-02 18:00:00,True,40703.95515988922,TX
44,1083,7238.603975055963,transfer,2023-01-02 19:00:00,True,43969.065819125906,CA
45,1009,7900.235971330728,payment,2023-01-02 20:00:00,True,24220.233705076553,CA
46,1052,923.6450524639883,transfer,2023-01-02 21:00:00,True,46941.2752083324,NY
47,1039,13746.728093145011,payment,2023-01-02 22:00:00,True,19900.862517107114,IL
48,1090,4170.519241795276,transfer,2023-01-02 23:00:00,True,75422.81471538123,TX
49,1046,262.0365144121611,transfer,2023-01-03 00:00:00,True,28316.315848596652,TX
50,1074,1364.0429295159786,transfer,2023-01-03 01:00:00,True,23305.819733640532,FL
51,1053,316.1389988855702,deposit,2023-01-03 02:00:00,True,37438.704060055905,FL
52,1084,9139.116609906545,transfer,2023-01-03 03:00:00,True,93472.96490413124,FL
53,1089,464.0632992884416,payment,2023-01-03 04:00:00,True,8449.89189328229,NY
54,1021,12389.870760983778,deposit,2023-01-03 05:00:00,True,88372.78157126834,IL
55,1065,12267.019537035621,payment,2023-01-03 06:00:00,True,27442.787297385974,NY
56,1005,3693.2782522002126,deposit,2023-01-03 07:00:00,True,24617.55507009271,CA
57,1089,778.7937195559706,transfer,2023-01-03 08:00:00,False,44665.46726352815,IL
58,1044,4192.385034026876,payment,2023-01-03 09:00:00,True,91484.14458572914,CA
59,1088,6014.576528103397,transfer,2023-01-03 10:00:00,True,85302.9833968853,CA
60,1088,8799.01442624759,transfer,2023-01-03 11:00:00,True,65445.54915879485,CA
61,1093,4234.579394942211,deposit,2023-01-03 12:00:00,True,46834.37689609729,TX
62,1060,6064.71230469816,payment,2023-01-03 13:00:00,True,35647.33357577627,NY
63,1049,11950.346099804923,deposit,2023-01-03 14:00:00,True,80588.0248819623,IL
64,1093,14845.857026066375,deposit,2023-01-03 15:00:00,True,11309.427032769829,IL
65,1056,10869.920880928787,deposit,2023-01-03 16:00:00,True,79173.37970974173,FL
66,1067,5128.822274196812,payment,2023-01-03 17:00:00,True,83704.96221905613,FL
67,1026,7105.912156863956,payment,2023-01-03 18:00:00,True,46965.609773462325,NY
68,1059,271.5491801722048,withdrawal,2023-01-03 19:00:00,True,49459.791751842335,FL
69,1001,13534.04854994429,deposit,2023-01-03 20:00:00,True,60063.78630583893,CA
70,1062,6083.614555691025,payment,2023-01-03 21:00:00,True,50427.75050014439,NY
71,1034,11080.738371192167,payment,2023-01-03 22:00:00,True,58679.47082075315,FL
72,1022,13706.97072994574,payment,2023-01-03 23:00:00,True,61300.93183708052,NY
73,1004,4461.560082328907,payment,2023-01-04 00:00:00,True,90195.15418467343,IL
74,1029,13585.663072005575,deposit,2023-01-04 01:00:00,True,52051.34755095558,IL
75,1044,5481.0791924134965,transfer,2023-01-04 02:00:00,True,53704.29204183332,TX
76,1075,10576.393068703013,transfer,2023-01-04 03:00:00,True,23242.405680804215,IL
77,1088,4749.2263006213,transfer,2023-01-04 04:00:00,True,45337.778703999385,NY
78,1090,12944.994453785017,transfer,2023-01-04 05:00:00,True,28247.22793516224,FL
79,1018,4138.304244673688,transfer,2023-01-04 06:00:00,True,55476.50227964261,IL
80,1069,12819.232328453842,payment,2023-01-04 07:00:00,True,32058.414358821028,TX
81,1082,2515.903578962663,deposit,2023-01-04 08:00:00,True,47767.9072788745,IL
82,1056,12255.861892987601,transfer,2023-01-04 09:00:00,True,63514.609379453395,CA
83,1068,7628.374630402143,deposit,2023-01-04 10:00:00,True,34382.503339528565,IL
84,1036,14879.214628483975,transfer,2023-01-04 11:00:00,True,62326.584315004526,IL
85,1022,10701.244617440532,payment,2023-01-04 12:00:00,True,69839.4655367311,TX
86,1003,13848.679790618431,withdrawal,2023-01-04 13:00:00,True,67843.37505310086,IL
87,1023,11446.81820541659,withdrawal,2023-01-04 14:00:00,True,11440.063946948057,CA
88,1069,3636.574740506446,deposit,2023-01-04 15:00:00,False,11871.770889376434,CA
89,1011,7032.094528544704,withdrawal,2023-01-04 16:00:00,True,33014.71439407486,TX
90,1013,14499.882486887573,transfer,2023-01-04 17:00:00,True,14868.916761266639,FL
91,1016,7090.612912186947,payment,2023-01-04 18:00:00,True,45526.973489112876,CA
92,1084,4677.690883610052,payment,2023-01-04 19:00:00,True,90526.19727970434,FL
93,1030,12211.696255985693,deposit,2023-01-04 20:00:00,True,11975.254274638515,FL
94,1070,4231.15214004348,withdrawal,2023-01-04 21:00:00,True,63738.50648771711,IL
95,1077,1264.3490182551395,payment,2023-01-04 22:00:00,True,34956.38944897451,TX
96,1079,14230.26769012932,deposit,2023-01-04 23:00:00,True,36764.327734350314,IL
97,1005,6440.9341946618715,deposit,2023-01-05 00:00:00,False,70487.8770852127,IL
98,1038,3678.794578184213,payment,2023-01-05 01:00:00,True,8971.169052748923,IL
99,1039,11996.507107013103,withdrawal,2023-01-05 02:00:00,True,40752.09513702231,CA
100,1025,9530.748594962288,withdrawal,2023-01-05 03:00:00,True,63226.45238012992,NY
101,1023,3008.465013931207,payment,2023-01-05 04:00:00,True,96584.29763153142,TX
102,1011,13318.486157043986,deposit,2023-01-05 05:00:00,True,22273.790220139206,FL
103,1004,6711.160037413187,transfer,2023-01-05 06:00:00,True,99414.65265795343,NY
104,1081,7576.4614087058535,withdrawal,2023-01-05 07:00:00,True,34563.2265361123,NY
105,1074,2572.2143806167733,deposit,2023-01-05 08:00:00,True,83962.95912181448,IL
106,1021,11666.620793212303,deposit,2023-01-05 09:00:00,True,68664.51231015792,CA
107,1044,4836.909966969598,deposit,2023-01-05 10:00:00,True,71887.14474433374,IL
108,1065,10831.91337533483,deposit,2023-01-05 11:00:00,True,39689.93368693966,NY
109,1031,7238.040518805214,deposit,2023-01-05 12:00:00,False,54444.75802397909,NY
110,1014,5229.845090322154,transfer,2023-01-05 13:00:00,True,3090.3957972003986,CA
111,1053,2817.5130484972874,withdrawal,2023-01-05 14:00:00,True,79453.33288002972,TX
112,1080,11953.601924007717,transfer,2023-01-05 15:00:00,True,35441.85835262624,TX
113,1011,3642.110105694466,withdrawal,2023-01-05 16:00:00,True,54954.30946564703,IL
114,1060,14497.775554441463,deposit,2023-01-05 17:00:00,True,38858.35869775536,FL
115,1050,11975.876595101174,transfer,2023-01-05 18:00:00,True,12460.30450280686,CA
116,1033,13431.013852745638,deposit,2023-01-05 19:00:00,True,32786.149125091855,TX
117,1025,4557.937978871443,payment,2023-01-05 20:00:00,True,48497.52301918709,IL
118,1061,6825.150887838663,deposit,2023-01-05 21:00:00,True,10623.658394045897,NY
119,1019,3528.773571394411,payment,2023-01-05 22:00:00,True,21485.198722026536,TX
120,1051,4387.149538028185,payment,2023-01-05 23:00:00,True,92608.72113467408,IL
121,1037,12241.823965373527,transfer,2023-01-06 00:00:00,True,82973.67805721571,CA
122,1039,11736.383199516398,payment,2023-01-06 01:00:00,True,82031.02354730586,IL
123,1077,14515.006887722795,withdrawal,2023-01-06 02:00:00,True,23956.245734908982,IL
