transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1094,7498.410865640683,deposit,2023-01-01 00:00:00,True,32762.434054379024,IL
2,1095,8791.050001850477,transfer,2023-01-01 01:00:00,True,75243.65478185692,FL
3,1018,10603.157837438715,payment,2023-01-01 02:00:00,True,38439.10712436374,IL
4,1087,4811.073632037262,withdrawal,2023-01-01 03:00:00,True,80427.71123707156,CA
5,1046,12447.57435280964,transfer,2023-01-01 04:00:00,True,73693.55022654339,TX
6,1049,6119.8378339622905,deposit,2023-01-01 05:00:00,True,96826.08161126889,NY
7,1073,805.8375368029805,payment,2023-01-01 06:00:00,True,45336.93451273279,FL
8,1055,2586.28687369078,transfer,2023-01-01 07:00:00,True,55544.0470403307,TX
9,1066,5843.001152740538,transfer,2023-01-01 08:00:00,True,4132.570938511467,IL
10,1071,4814.103619844728,transfer,2023-01-01 09:00:00,True,83920.61550543434,NY
11,1037,595.6578293842858,payment,2023-01-01 10:00:00,False,17124.85284371448,FL
12,1063,5569.360776193506,withdrawal,2023-01-01 11:00:00,True,23977.833983059172,CA
13,1027,258.4591262802848,withdrawal,2023-01-01 12:00:00,True,6432.135298509235,CA
14,1071,4201.616170356651,transfer,2023-01-01 13:00:00,True,60402.98276179838,TX
15,1079,7712.045572765673,deposit,2023-01-01 14:00:00,True,47814.04749312217,NY
16,1017,11222.747428363431,withdrawal,2023-01-01 15:00:00,True,18480.176487121837,NY
17,1002,11498.687046454805,payment,2023-01-01 16:00:00,True,11946.401668492179,TX
18,1019,14623.930557381902,transfer,2023-01-01 17:00:00,True,81696.42824483167,CA
19,1041,10028.428978444266,payment,2023-01-01 18:00:00,True,32020.742105461708,FL
20,1028,2125.54360941106,payment,2023-01-01 19:00:00,False,46564.4288794242,FL
21,1062,13696.9126485784,transfer,2023-01-01 20:00:00,True,73421.1159791832,FL
22,1083,7748.235540376058,transfer,2023-01-01 21:00:00,True,30851.38925574768,FL
23,1067,14388.46857576895,deposit,2023-01-01 22:00:00,True,4520.880018103006,TX
24,1077,9573.177707903487,withdrawal,2023-01-01 23:00:00,True,20851.092595836755,NY
25,1055,8629.71668378725,payment,2023-01-02 00:00:00,True,58757.20482328365,NY
26,1099,12440.282215393228,payment,2023-01-02 01:00:00,True,21621.314875986514,TX
27,1074,12210.246127227714,transfer,2023-01-02 02:00:00,True,44362.603047976525,CA
28,1040,8314.332135189881,transfer,2023-01-02 03:00:00,True,48961.83593290473,FL
29,1098,12737.148132942923,payment,2023-01-02 04:00:00,True,92170.61603041519,CA
30,1016,6083.050742672525,transfer,2023-01-02 05:00:00,True,53230.16099550977,IL
31,1055,3212.842228628423,payment,2023-01-02 06:00:00,True,69558.2761955144,NY
32,1039,7188.554310522788,payment,2023-01-02 07:00:00,True,47361.00012117924,TX
33,1058,14106.822337129459,payment,2023-01-02 08:00:00,True,48107.18065566041,TX
34,1090,14223.739091078802,withdrawal,2023-01-02 09:00:00,True,7050.123924064817,IL
35,1002,2719.826144734554,withdrawal,2023-01-02 10:00:00,True,62429.250367653,CA
36,1046,3524.350700360171,payment,2023-01-02 11:00:00,True,26980.38694441967,FL
37,1041,13130.620013427973,payment,2023-01-02 12:00:00,True,87212.33482285182,TX
38,1062,1573.1334583265573,transfer,2023-01-02 13:00:00,True,40666.55186223904,TX
39,1088,4499.570452074787,withdrawal,2023-01-02 14:00:00,True,33919.10277252822,FL
40,1039,12302.70491182236,deposit,2023-01-02 15:00:00,True,1449.3107148995987,CA
41,1028,12033.863832520015,payment,2023-01-02 16:00:00,True,30918.24574328945,NY
42,1005,2033.0692841297905,deposit,2023-01-02 17:00:00,True,76055.33680226255,NY
43,1040,7351.969646342468,withdrawal,2023-01-02 18:00:00,True,94020.40940734257,TX
44,1085,14174.54104749637,deposit,2023-01-02 19:00:00,True,60106.606133975605,CA
45,1051,13934.82569442201,payment,2023-01-02 20:00:00,True,34526.376637661495,NY
46,1043,9252.909927653158,deposit,2023-01-02 21:00:00,True,70612.06701240335,IL
47,1014,14859.273785213634,transfer,2023-01-02 22:00:00,False,10625.866954920788,IL
48,1054,7282.525505828538,withdrawal,2023-01-02 23:00:00,True,61355.053117014286,IL
49,1027,12743.366031268044,withdrawal,2023-01-03 00:00:00,True,20979.10032645579,IL
50,1049,7513.172525059484,transfer,2023-01-03 01:00:00,True,31976.104476683347,IL
51,1067,7187.807986487371,withdrawal,2023-01-03 02:00:00,True,39649.00324687938,NY
52,1001,1829.5697220807724,transfer,2023-01-03 03:00:00,True,3679.7679032933916,CA
53,1045,3825.629907533318,deposit,2023-01-03 04:00:00,True,26520.314783863727,FL
54,1068,252.55878706360585,withdrawal,2023-01-03 05:00:00,True,93769.43072628754,IL
55,1079,10242.525195848995,transfer,2023-01-03 06:00:00,True,79620.82662745428,NY
56,1016,5895.424384888173,payment,2023-01-03 07:00:00,True,65752.033416306,IL
57,1074,4876.158411533914,transfer,2023-01-03 08:00:00,True,16366.168386611964,CA
58,1013,14417.488164804492,transfer,2023-01-03 09:00:00,True,11781.964177826945,IL
59,1080,7941.067018308567,transfer,2023-01-03 10:00:00,False,64161.78710325325,TX
60,1063,12457.1259093801,withdrawal,2023-01-03 11:00:00,False,82754.4239554839,FL
61,1092,5536.408201142688,payment,2023-01-03 12:00:00,True,80500.31763984886,CA
62,1042,5175.332677236749,deposit,2023-01-03 13:00:00,True,75408.93541792306,NY
63,1052,9536.571478563685,payment,2023-01-03 14:00:00,True,58777.56660862145,IL
64,1093,9677.113332025756,withdrawal,2023-01-03 15:00:00,False,4389.875017395638,IL
65,1042,5501.982829570922,payment,2023-01-03 16:00:00,True,87003.60441471434,NY
66,1085,3560.8266972066976,withdrawal,2023-01-03 17:00:00,True,54709.639681654866,NY
67,1035,13745.574314133639,withdrawal,2023-01-03 18:00:00,True,42199.9634528105,FL
68,1057,13613.465381423866,withdrawal,2023-01-03 19:00:00,True,86842.83967568376,NY
69,1090,8542.646722755931,deposit,2023-01-03 20:00:00,True,12187.946418354439,FL
70,1046,12794.668523919418,withdrawal,2023-01-03 21:00:00,True,32424.82689012076,FL
71,1057,10643.146086031515,withdrawal,2023-01-03 22:00:00,True,76696.20676378655,NY
72,1078,3103.902372281538,deposit,2023-01-03 23:00:00,True,99879.98436966055,CA
73,1070,4940.220395247389,deposit,2023-01-04 00:00:00,False,14755.524025255134,FL
74,1047,10378.267523155113,payment,2023-01-04 01:00:00,True,38434.29508445148,CA
75,1040,195.5895390770701,withdrawal,2023-01-04 02:00:00,True,10193.374984237633,FL
76,1040,11630.580169014584,deposit,2023-01-04 03:00:00,False,78881.72088054998,IL
77,1099,13428.843209634406,transfer,2023-01-04 04:00:00,True,57694.95626819653,CA
78,1027,12520.14408687825,payment,2023-01-04 05:00:00,True,70592.65158410101,CA
79,1081,4202.411431720073,transfer,2023-01-04 06:00:00,True,95440.54060003515,FL
80,1092,1577.8676935858027,transfer,2023-01-04 07:00:00,True,31549.563122024272,NY
81,1069,4535.7232768569,payment,2023-01-04 08:00:00,True,12780.037118476033,FL
82,1019,7756.7887322817,payment,2023-01-04 09:00:00,True,25774.09212621328,IL
83,1047,8661.446331019866,withdrawal,2023-01-04 10:00:00,True,8605.122395117582,FL
84,1031,13822.269773788785,payment,2023-01-04 11:00:00,True,33606.19407891413,IL
85,1008,12469.052800413001,deposit,2023-01-04 12:00:00,True,24934.771385423548,CA
86,1083,5641.583486635295,transfer,2023-01-04 13:00:00,False,30126.917965985314,FL
87,1070,14444.93380719038,payment,2023-01-04 14:00:00,True,65769.29557462186,IL
88,1056,11321.87114016349,transfer,2023-01-04 15:00:00,True,56190.47542624238,NY
89,1090,10214.13636711692,deposit,2023-01-04 16:00:00,True,29966.11818833808,TX
90,1082,2651.2447609974406,withdrawal,2023-01-04 17:00:00,True,55720.73669634805,NY
91,1065,10279.317839189545,deposit,2023-01-04 18:00:00,True,64383.23052099106,IL
