transaction_id_anonymized,client_id_anonymized,transaction_amount_anonymized,transaction_type_anonymized,transaction_date_anonymized,compliance_flag_anonymized,account_balance_anonymized,location_anonymized
1,1039,10228.39361633106,deposit,2023-01-01 00:00:00,True,42559.780803996495,IL
2,1001,11205.342214802775,deposit,2023-01-01 01:00:00,True,61349.29984306205,TX
3,1077,581.9010000394964,withdrawal,2023-01-01 02:00:00,True,12202.503792353713,CA
4,1087,14838.531372079127,withdrawal,2023-01-01 03:00:00,False,20933.443596040393,NY
5,1002,12855.045737807179,transfer,2023-01-01 04:00:00,True,33043.998984998616,CA
6,1049,4982.796584786839,deposit,2023-01-01 05:00:00,True,68393.06004472793,NY
7,1074,3646.1174710057567,transfer,2023-01-01 06:00:00,True,98762.44212342841,FL
8,1084,8436.80164204149,withdrawal,2023-01-01 07:00:00,True,48630.406789777684,NY
9,1026,658.179419616508,withdrawal,2023-01-01 08:00:00,True,44427.72931348567,TX
10,1098,7228.578284618415,transfer,2023-01-01 09:00:00,True,80795.59261132938,IL
11,1047,8900.739559678015,payment,2023-01-01 10:00:00,True,11012.11374337374,IL
12,1016,14347.987066871106,payment,2023-01-01 11:00:00,True,45654.762931733174,FL
13,1015,13604.166345062498,withdrawal,2023-01-01 12:00:00,True,12516.727051877671,IL
14,1017,1091.137145432115,transfer,2023-01-01 13:00:00,True,62658.25389872281,CA
15,1078,14605.342797098312,withdrawal,2023-01-01 14:00:00,True,60929.77428793726,IL
16,1064,3879.239790127329,withdrawal,2023-01-01 15:00:00,True,81749.68612089689,CA
17,1025,7036.733229953615,withdrawal,2023-01-01 16:00:00,True,263.19513291788405,NY
18,1007,8394.646348434011,payment,2023-01-01 17:00:00,True,81747.93671017166,CA
19,1024,861.7562830119044,withdrawal,2023-01-01 18:00:00,True,31056.444199516387,NY
20,1088,6728.185311454349,withdrawal,2023-01-01 19:00:00,True,61372.62261033381,TX
21,1097,5669.505839372247,withdrawal,2023-01-01 20:00:00,True,18962.723331733534,NY
22,1083,4747.7494361739955,transfer,2023-01-01 21:00:00,True,19971.92274211013,CA
23,1056,13257.582098428207,transfer,2023-01-01 22:00:00,True,94749.54175783366,FL
24,1097,3145.3336266841893,payment,2023-01-01 23:00:00,False,70730.1897703364,TX
25,1051,5519.73315731257,withdrawal,2023-01-02 00:00:00,True,44720.85761083506,TX
26,1008,1931.0589958915468,deposit,2023-01-02 01:00:00,True,6877.992613269664,NY
27,1036,11574.365044540049,deposit,2023-01-02 02:00:00,True,23071.213125825052,NY
28,1061,12367.922073240657,withdrawal,2023-01-02 03:00:00,True,55216.44164802387,FL
29,1037,14599.64288411933,deposit,2023-01-02 04:00:00,True,15401.647699186413,IL
